Enumeration_Code,Enumeration_Code_SDMX,Enumeration_Code2,Enumeration_Name,isAttribute,EnumerationValue_Code,EnumerationValue_Code_SDMX,EnumerationValue_Code2,EnumerationValue_Name,EnumerationValue_Type
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C121,C121,C121,C121,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C122,C122,C122,C122,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C123,C123,C123,C123,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C124,C124,C124,C124,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C125,C125,C125,C125,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C126,C126,C126,C126,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C127,C127,C127,C127,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C128,C128,C128,C128,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C129,C129,C129,C129,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C130,C130,C130,C130,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C131,C131,C131,C131,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C132,C132,C132,C132,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C133,C133,C133,C133,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C134,C134,C134,C134,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C135,C135,C135,C135,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C136,C136,C136,C136,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C137,C137,C137,C137,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C138,C138,C138,C138,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C139,C139,C139,C139,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C140,C140,C140,C140,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C141,C141,C141,C141,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C142,C142,C142,C142,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C143,C143,C143,C143,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C144,C144,C144,C144,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C145,C145,C145,C145,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C146,C146,C146,C146,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C147,C147,C147,C147,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C148,C148,C148,C148,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C149,C149,C149,C149,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C150,C150,C150,C150,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,_T,_T,_T,Total or no breakdown,string
